created_at,full_text,id_str,lang,sentiment_result,sentiment,score
2025-06-04 02:42:48+00:00,Harga BBRI BMRI Bisa Segini https://t.co/5xFuNew4og via @InvestorID,1930092847707107442,in,"{'label': 'neutral', 'score': 0.9981206059455872}",neutral,0.9981206059455872
2025-06-04 02:14:30+00:00,Trading Idea 4 Juni 2025 BBRI Spec Buy dengan area beli di 4120-4200 cutloss di bawah 4100. Target dekat di 4240-4300. DKFT Spec Buy dengan area beli di 432 cutloss di bawah 422. Target dekat di 440-444.,1930085725816680515,in,"{'label': 'neutral', 'score': 0.9959794282913208}",neutral,0.9959794282913208
2025-06-04 00:28:47+00:00,@MrOngDedy buat dftr haji furoda sekeluarga 4 org. Di tabung 1 M sisa nya beli saham BBCA BBRI PTBA HEXA,1930059121245729032,in,"{'label': 'neutral', 'score': 0.9980108141899109}",neutral,0.9980108141899109
2025-06-03 23:57:10+00:00,Adu Tebal Kupon Obligasi Korporasi BBRI BMRI BBNI Favorit Investor Jumbo https://t.co/SoCmdms9OM,1930051162285453637,in,"{'label': 'neutral', 'score': 0.9860612154006958}",neutral,0.9860612154006958
2025-06-03 15:02:49+00:00,BBRI plis deh ,1929916687400239600,in,"{'label': 'positive', 'score': 0.9983633160591125}",positive,0.9983633160591125
2025-06-03 14:20:17+00:00,@winstonms10 Secara objektif gue liat BBRI akan kesini dulu tapi secara nurani kalo BBRI kesini artinya akan ada bloodbath lagi di market. Sekian. Moga menjawab Bang. https://t.co/EYNmXtPSJQ,1929905986665353480,in,"{'label': 'negative', 'score': 0.8719664812088013}",negative,0.8719664812088013
2025-06-03 14:12:42+00:00,@winstonms10 Dengan pertimbangan saya salah baca fase dan lebih moderate makanya mungkin dia retrace wave 2. Kenapa saya pilih view moderate? Karena kalo BBRI ke harga 3100an itu kemungkinan market akan crash lagi kaya kemarin. Agak ngeri bayanginnya. (cont),1929904075320987661,in,"{'label': 'negative', 'score': 0.9926403164863586}",negative,0.9926403164863586
2025-06-03 13:49:22+00:00,@winstonms10 Thanks Mas sudah jeli. Saya sebenernya ada view lain soal BBRI tapi takut malah fear mongering.,1929898204776280507,in,"{'label': 'negative', 'score': 0.9586939215660095}",negative,0.9586939215660095
2025-06-03 13:00:36+00:00,Danantara Kantongi Dividen Rp71 Triliun dari 7 BUMN BBRI &amp; BMRI Paling Jumbo https://t.co/TY0RLSUvq3,1929885933543010369,in,"{'label': 'neutral', 'score': 0.9963148236274719}",neutral,0.9963148236274719
2025-06-03 11:59:56+00:00,tekanan asing terhadap ihsg agak melemah tapi masih net sell bbca pnbn bmri untr pnlf net sell antm bbri psab goto pgas net buy ihsg masih berhasil bertahan di ma20 ihsg masih ranging belum masuk bearish #IHSGCIA $IHSG https://t.co/aIHIbxPnJx,1929870664141287500,in,"{'label': 'neutral', 'score': 0.991163969039917}",neutral,0.991163969039917
2025-06-03 11:26:46+00:00,BBRI yoy nya turun double digit tp tetep naik tuh gimana konsepnya. saya tunggu turun pokoknya ,1929862319338934553,in,"{'label': 'positive', 'score': 0.46636998653411865}",positive,0.46636998653411865
2025-06-03 10:56:00+00:00,Beli Saham Itu Gampang! Tutorial Beli Saham Pertama Kali #beliSaham #tutorial #saldo #RDN #video #cariSaham #BBRI #TLKM #klik #beli #jumlahLot #lembarSaham #hargaBeli #hargaPasar https://t.co/ibvV9Oan9x,1929854575185461280,in,"{'label': 'positive', 'score': 0.9985600113868713}",positive,0.9985600113868713
2025-06-03 10:19:58+00:00,Total Rp54 9 Triliun BRI Telah Salurkan KUR untuk UMKM Hingga April 2025... #bri #bbri #umkm #kur https://t.co/XcLjd27VaW https://t.co/DqxvQPtMVt,1929845509088243750,in,"{'label': 'neutral', 'score': 0.9926149845123291}",neutral,0.9926149845123291
2025-06-03 09:03:53+00:00,@MrOngDedy beli BBRI,1929826358987010268,in,"{'label': 'neutral', 'score': 0.946162760257721}",neutral,0.946162760257721
2025-06-03 07:01:50+00:00,Raja dan Ratunya selalu denpetan apakah akan ada raja yang baru kedepannya? Sumber data: Kontan #BBCA #BREN #TPIA #BBRI #BYAN #AMMN #BMRI #DSSA #DCII #TLKM #infosaham #pasarmodal #IHSG #saham #PinePick #QuickPick #QuickPickPinePick #InvestasiCerdasMu https://t.co/sT2Bbgc69v,1929795645583643016,in,"{'label': 'positive', 'score': 0.9828746318817139}",positive,0.9828746318817139
2025-06-03 06:59:12+00:00,Arah Saham BBRI BMRI BBCA https://t.co/Ce9IrZS4t2 via @InvestorID,1929794983235895367,in,"{'label': 'neutral', 'score': 0.9984564781188965}",neutral,0.9984564781188965
2025-06-03 06:29:23+00:00,Invest ke BBRI dan hidup dari dividen. gaperlu mikir biaya hidup sampe mati.,1929787477734166918,in,"{'label': 'negative', 'score': 0.8914982676506042}",negative,0.8914982676506042
2025-06-03 06:24:06+00:00,@innovacommunity 400 buat 2 kapling sawit 70 buat bbri 30 buat rr old indahnya menghayal,1929786149285060781,in,"{'label': 'positive', 'score': 0.5983017683029175}",positive,0.5983017683029175
2025-06-03 06:16:09+00:00,Sobat BRI Temukan pilihan Staycation seru tujuanmu di @traveloka.id. Dapatkan potongan hingga Rp50 ribu &amp; Rp100 ribu menggunakan Kartu Kredit BRI hingga 31 Desember 2025. Cek disini : https://t.co/lVl2GBrnqj #PromomerchantBRI #Promoholic #TerusBukaJalan https://t.co/jmiEIKQezW,1929784151311634610,in,"{'label': 'neutral', 'score': 0.8531429171562195}",neutral,0.8531429171562195
2025-06-03 05:40:18+00:00,@belindch Aku bikin DPLK sendiri Mbak Dok dan BBRI setidaknya 1 lot/bulan.,1929775128206102859,in,"{'label': 'neutral', 'score': 0.9967861175537109}",neutral,0.9967861175537109
2025-06-03 05:05:56+00:00,Sementara itu BBNI BBRI dan BMRI bakal merugi karena duitnya bukan dari cash BRIS tapi mereka nombok. Belum lagi kalau ada investor publik yang gak nyerap BRIS berarti dananya gak balik ke mereka deh.,1929766479290916894,in,"{'label': 'negative', 'score': 0.9954636693000793}",negative,0.9954636693000793
2025-06-03 05:05:54+00:00,Cuma kalau pakai cara itu si BBNI BBRI dan BMRI rugi dong. Mana BRIS bukan cash cow-nya juga lagi. Beda case dengan AADI yang merupakan cash cow-nya si ADRO.,1929766472005701745,in,"{'label': 'negative', 'score': 0.9981923699378967}",negative,0.9981923699378967
2025-06-03 05:05:53+00:00,Namun kalau dihitung cara PUPS ini paling menguntungkan Danantara. Karena nanti Danantara bisa ambil dividen spesial dari BBNI BBRI dan BMRI. Nantinya dividen itu dibalikin lagi ke ketiga bank tersebut untuk ambil hak kepemilikan BRIS.,1929766467202961777,in,"{'label': 'neutral', 'score': 0.6776425838470459}",neutral,0.6776425838470459
2025-06-03 05:05:52+00:00,Sebenarnya skema spin off BRIS ini agak berbeda dengan ADRO. Pasalnya BRIS sudah tbk dan holdernya ada tiga termasuk BBNI dan BBRI.,1929766463122166187,in,"{'label': 'neutral', 'score': 0.917305588722229}",neutral,0.917305588722229
2025-06-03 04:46:41+00:00,@MrOngDedy Beli saham BBRI nikmati devidenya minimal 200jt setahun ,1929761633938899234,in,"{'label': 'neutral', 'score': 0.9938634634017944}",neutral,0.9938634634017944
2025-06-03 04:38:17+00:00,Jangan lama2 tanpa kepastian. Bagus jk BRIS jadi BUMN bisa lebih gesit bergerak tak tergantung BMRI BBNI BBRI. Bagi tiga bank induk asal jg bagus dapat dana segar walau akan kehilangan sumber pendapatan dr dividen BRIS. Masalahnya duit cash Danantara ada tidak? Rp65T https://t.co/kQfEyRSu0T,1929759520047427874,in,"{'label': 'positive', 'score': 0.9466356635093689}",positive,0.9466356635093689
2025-06-03 04:22:10+00:00,Danantara bagusnya ambil alih saja semua saham2 anak usaha BUMN (Tbk) yang sehat dr induknya. Performa induk jadi lebih real tak menumpang ke anak. Seperti BRIS dibeli sahamnya dr BMRI (51%) BBRI (15%) dan BBNI (23%). Segera saja agar tak lama2 spekulasinya om Rosan. https://t.co/13DDJuFRhI,1929755466009399727,in,"{'label': 'positive', 'score': 0.9674033522605896}",positive,0.9674033522605896
2025-06-03 04:03:22+00:00,@njihsiyap Bbri ku jk nyamgkut,1929750732741497064,in,"{'label': 'negative', 'score': 0.6993147134780884}",negative,0.6993147134780884
2025-06-03 03:39:19+00:00,BBRI dan IHSG kompak rebound di ma20 sekarang keduanya masuk fase range antara ma20 dan ma200 https://t.co/6ScYZpVjHy,1929744682323792157,in,"{'label': 'neutral', 'score': 0.9962652325630188}",neutral,0.9962652325630188
2025-06-03 03:16:48+00:00,@gidionyusuf Td tlkm ..bbtn ..bbri dikit,1929739016104300863,in,"{'label': 'neutral', 'score': 0.9938523769378662}",neutral,0.9938523769378662
2025-06-03 02:45:02+00:00,Itu siapa yg serok $BBRI di MA 20 tadi ,1929731021878317231,in,"{'label': 'negative', 'score': 0.9930047392845154}",negative,0.9930047392845154
2025-06-03 02:34:46+00:00,Ini kesimpulan yang buat BBRI tertekan: https://t.co/EyDYmM0gd5,1929728437889257835,in,"{'label': 'neutral', 'score': 0.971543550491333}",neutral,0.971543550491333
2025-06-03 02:34:46+00:00,Berikut gambaran kredit BBRI saat ini: https://t.co/F4nJdiVtAF,1929728434386976789,in,"{'label': 'neutral', 'score': 0.998491644859314}",neutral,0.998491644859314
2025-06-03 02:34:44+00:00,Kalau kamu pegang BBRI pahami juga beban yang sedang ditanggung bank ini. Jangan sampai kamu hold saham tapi nggak ngerti arah fundamentalnya ke mana. #MaybankSekuritas #MaybankTradeID #MakinPahamSaham #Investasi #InvestasiSaham #Saham #BBRI #BankBRI #SahamPerbankan https://t.co/sikBRhhJjS,1929728426698854559,in,"{'label': 'positive', 'score': 0.9340208172798157}",positive,0.9340208172798157
2025-06-03 02:28:25+00:00,Nasib BBRI Cs hingga Target Harga MDKA BRPT BUMI HRTA https://t.co/9iJD9AjYUk via @InvestorID,1929726838542381459,in,"{'label': 'neutral', 'score': 0.9986091256141663}",neutral,0.9986091256141663
2025-06-03 01:13:28+00:00,5 terbesar dilego asing 1. $BBCA - Rp1 07 triliun 2. $BMRI - Rp602 60 miliar 3. $BBRI - Rp325 74 miliar 4. $ASII - Rp211 99 miliar 5. $ADRO - Rp111 55 miliar,1929707975272488960,in,"{'label': 'neutral', 'score': 0.9977995753288269}",neutral,0.9977995753288269
2025-06-03 00:45:24+00:00,IHSG TECHNICAL VIEW (03/06) IHSG kemarin ditutup turun 1.54% disertai dengan net sell asing ~2.73 Tr. Saham yang paling banyak dijual asing adalah BBCA BMRI BBRI ASII dan ADRO.,1929700912647614536,in,"{'label': 'neutral', 'score': 0.9889000654220581}",neutral,0.9889000654220581
2025-06-03 00:43:39+00:00,asing lumayan gede out dari ihsg kemarin terutama ya di 3 big bank itu yg pada turun 4%an kemarin bbca bmri bbri antm masih dibeli psab pantesan ara cpin walau lambat masih di akum asing $ANTM $PSAB $CPIN $BBCA $BBRI $BMRI $IHSG #IHSGCIA https://t.co/e26tg2R7aw,1929700474145710341,in,"{'label': 'neutral', 'score': 0.9873844385147095}",neutral,0.9873844385147095
2025-06-02 22:18:07+00:00,BERITA POPULER: Prediksi Harga Emas Terbaru hingga Penyebab BBRI BMRI Cs Terpuruk https://t.co/pmQPILrvvu,1929663848023216471,in,"{'label': 'neutral', 'score': 0.9713125824928284}",neutral,0.9713125824928284
2025-06-02 16:40:50+00:00,aman ga ya ini gue beli bbri,1929578967742165049,in,"{'label': 'negative', 'score': 0.984589159488678}",negative,0.984589159488678
2025-06-02 15:02:55+00:00,$BRIS diisukan akan diakuisisi oleh Danantara melalui pengalihan kepemilikan dari tiga Bank BUMN $BMRI $BBNI dan $BBRI yang saat ini merupakan pemegang saham utama. https://t.co/OkXYfDVePV,1929554328349442067,in,"{'label': 'neutral', 'score': 0.995802104473114}",neutral,0.995802104473114
2025-06-02 15:01:01+00:00,Belum lagi dividennya juga bisa dapet lebih banyak april kemarin. Walaupun aku bersyukur masih sempet nambah beberapa lot pas bbri di 3700 kemarin tapi kan harusnya bisa lebih banyak ya untungnya kalo itu 6jt kupake di saham daripada ketilep sama u mel,1929553847598346494,in,"{'label': 'positive', 'score': 0.995873749256134}",positive,0.995873749256134
2025-06-02 14:58:24+00:00,Cim kalo uangku ga u tahan aku kemarin bisa beli bbri lebih banyak pas ihsg anjlok dan harga bbri di 3700 sekarang bbri udah 4200 yg artinya udah untung 50rb per lot. 6jt bisa dipake buat beli 16 lot jadi harusnya aku udah bisa untung 800rb lebih banyak fak kata w teh @mecimapro,1929553189285638429,in,"{'label': 'positive', 'score': 0.9686138033866882}",positive,0.9686138033866882
2025-06-02 14:35:58+00:00,@ahmadfha683701 @GiveRep @Official_NODO @ATTNtoken @PonzichuOnSui oh enggak bang itu saham dah sejak 2019 gw dah profit banyak di sana pas BBRI 6 000. Kumpulinnya dari 3500 sampe 2800an pas sebelum Covid dan lagi Covid. Gw dapat banyak deviden dari situ juga sepanjang 2019-2024. Itu sisa 84 lembar ga bisa dijual bang WKWK emang sial sih.,1929547546336075925,in,"{'label': 'negative', 'score': 0.8704639673233032}",negative,0.8704639673233032
2025-06-02 14:33:43+00:00,@findocere @GiveRep @Official_NODO @ATTNtoken @PonzichuOnSui Bbri dalam kondisi sangkut,1929546979501023613,in,"{'label': 'neutral', 'score': 0.9598564505577087}",neutral,0.9598564505577087
2025-06-02 13:36:10+00:00,@butterflyslnf @naajmn13 @BANKBRI_ID ih scam bgt km gatau ya kl aku pemegang saham bbri???? aku kenal sama dirutnya,1929532496623866130,in,"{'label': 'negative', 'score': 0.9521864056587219}",negative,0.9521864056587219
2025-06-02 11:49:33+00:00,$IHSG awal bulan udah merah Sell In May gak terjadi diganti menjadi Sell In June? Big Bank tepar : $BBCA $BBRI $BMRI $BBNI https://t.co/j6yfOFZhv6,1929505662595444958,in,"{'label': 'neutral', 'score': 0.8314247727394104}",neutral,0.8314247727394104
2025-06-02 11:45:50+00:00,Yang lagi hangat di market hari ini https://t.co/Fv5nHC7Q2S,1929504728167403527,in,"{'label': 'neutral', 'score': 0.9361702799797058}",neutral,0.9361702799797058
2025-06-02 10:50:33+00:00,IHSG Rontok 1 54% Nilai Transaksi Saham BBCA BBRI dan BMRI Tembus Rp 5 9 T https://t.co/FRYdPA9sbF,1929490817762423187,in,"{'label': 'neutral', 'score': 0.9984033703804016}",neutral,0.9984033703804016
2025-06-02 10:37:24+00:00,ga salah gue jual bbri kemaren,1929487505138581945,in,"{'label': 'negative', 'score': 0.6279591917991638}",negative,0.6279591917991638
2025-06-02 10:17:25+00:00,Saham BBRI Minimal Naik ke Sini kendati Laba Turun https://t.co/GCBqbk1rMP via @InvestorID,1929482479108337796,in,"{'label': 'neutral', 'score': 0.9985285997390747}",neutral,0.9985285997390747
2025-06-02 09:55:18+00:00,bbca dan bbri gw ,1929476913392758878,in,"{'label': 'neutral', 'score': 0.9920199513435364}",neutral,0.9920199513435364
2025-06-02 09:16:25+00:00,$BBRI mencatatkan laba bersih (bank only) sebesar Rp3 9 triliun pada April 2025 (-13% MoM -3% YoY) sehingga laba bersih (bank only) selama 4M25 menjadi Rp15 triliun (-16% YoY). Hasil ini setara 26-27% dari estimasi FY25F konsensus dan Mansek.,1929467127192297761,in,"{'label': 'neutral', 'score': 0.9917194843292236}",neutral,0.9917194843292236
2025-06-02 09:15:02+00:00,IHSG Melorot 1 54% ke 7.065 pada Senin (2/6) BRIS BBRI BBTN Jadi Top Losers LQ45 https://t.co/k9EqphLUvT #IHSG,1929466779396620752,in,"{'label': 'neutral', 'score': 0.987032413482666}",neutral,0.987032413482666
2025-06-02 08:26:58+00:00,@profesor_saham Jual bbca bmri bbri baru minggu kemaren karena kepepet. Kirain bakal nyesel. Ternyata malah bener https://t.co/P4WrOJaamU,1929454680595189998,in,"{'label': 'negative', 'score': 0.9943935871124268}",negative,0.9943935871124268
2025-06-02 08:13:27+00:00,Saat BI Rate turun dan $BBCA hingga $BBNI menguat strategi apa yang bisa maksimalkan peluang ini? Gabung Investor Pro https://t.co/rJWlAIooaB atau klik link di bio kami untuk informasi seputar ekonomi investasi dan pasar modal $BBCA $BBNI $BBRI $BMRI #bank #saham,1929451279962497532,in,"{'label': 'neutral', 'score': 0.9860660433769226}",neutral,0.9860660433769226
2025-06-02 08:13:26+00:00,Penurunan BI Rate sebesar 25 basis poin menjadi 5 50% membuka peluang besar bagi sektor perbankan. Saham-saham seperti $BBCA $BBRI $BMRI dan $BBNI langsung merespons positif mencerminkan optimisme pasar terhadap potensi ekspansi kredit dan penguatan fundamental sektor ini. https://t.co/ap9JJuIZfi,1929451275726344509,in,"{'label': 'neutral', 'score': 0.6547625064849854}",neutral,0.6547625064849854
2025-06-02 07:33:03+00:00,yang epsnya turun dalem MEDC di luar dugaan sahamnya ga kenapa2 turun dikit aja yg sahamnya turun lumayan BBCA BBRI BMRI padahal epsnya ga kenapa kenapa,1929441115771383931,in,"{'label': 'neutral', 'score': 0.5683958530426025}",neutral,0.5683958530426025
2025-06-02 07:01:53+00:00,BBRI BMRI Cs Kenapa? https://t.co/FLxgusmape via @InvestorID,1929433270086738043,in,"{'label': 'neutral', 'score': 0.9979913234710693}",neutral,0.9979913234710693
2025-06-02 06:47:56+00:00,BBRI BMRI Cs Kenapa? https://t.co/FLxgusmape,1929429760909758520,in,"{'label': 'neutral', 'score': 0.9260165691375732}",neutral,0.9260165691375732
2025-06-02 06:44:06+00:00,Kisi-kisi Arah Saham BBRI https://t.co/VtlMWtwCoN via @InvestorID,1929428794512646586,in,"{'label': 'neutral', 'score': 0.9984530210494995}",neutral,0.9984530210494995
2025-06-02 06:37:10+00:00,IHSG Turun 1 7% ke Rp 7.054 Harga Saham Bank Jumbo BBRI BBCA hingga BMRI Loyo https://t.co/QuPoIgeyMF,1929427050764685334,in,"{'label': 'neutral', 'score': 0.9973915815353394}",neutral,0.9973915815353394
2025-06-02 06:26:05+00:00,@profesor_saham Nunggu BBRI dibawah 4000 lagi dlu beli di 3600 dijual pas 4200 lumayan hehe,1929424260520681930,in,"{'label': 'neutral', 'score': 0.9821194410324097}",neutral,0.9821194410324097
2025-06-02 06:23:33+00:00,IHSG Turun 1 7 % ke Rp 7.054 Harga Saham Bank Jumbo BBRI BBCA hingga BMRI Loyo https://t.co/pTbKDK9aIe,1929423625486238101,in,"{'label': 'neutral', 'score': 0.997405469417572}",neutral,0.997405469417572
2025-06-02 06:21:49+00:00,Sobat BRI #KPRBRI siap bantu wujudkan hunian impianmu. Ajukan #KPR BRI melalui Homespot suku bunga spesial mulai dari 1.5% fixed 1 th untuk pembelian hunian baru dari Developer Tier 1 di Indonesia. Periode sd 30 Juni 2025 klik https://t.co/KDlHB14udM #MudahCepatPunyaRumah https://t.co/oOENH1CdxG,1929423186916941960,in,"{'label': 'positive', 'score': 0.5787898898124695}",positive,0.5787898898124695
2025-06-02 06:21:35+00:00,IHSG Turun 1 73% ke Rp 7.054 Harga Saham Bank Jumbo BBRI BBCA hingga BMRI Loyo https://t.co/Ae3jo3FU9o,1929423127228055756,in,"{'label': 'neutral', 'score': 0.9975113868713379}",neutral,0.9975113868713379
2025-06-02 05:57:16+00:00,BBRI pun begitu begitu turun tidak ada yang cover. https://t.co/LHbcjzo5gI,1929417010540159001,in,"{'label': 'negative', 'score': 0.7105069756507874}",negative,0.7105069756507874
2025-06-02 05:34:43+00:00,Seram sekali IHSG Kes is king $BBRI Otw 1500,1929411333788766350,in,"{'label': 'negative', 'score': 0.9962498545646667}",negative,0.9962498545646667
2025-06-02 03:23:01+00:00,Kinerja Bisnis UMKM BRI Terus Tumbuh Optimis Hadapi Tantangan! #bri #bbri #umkm #bisnis https://t.co/t6K4Ip76kN https://t.co/8cmXWeuFen,1929378192877379757,in,"{'label': 'positive', 'score': 0.9569299817085266}",positive,0.9569299817085266
2025-06-02 03:22:48+00:00,$BBRI apa akan nutup gap dulu ya? https://t.co/jmOpu8jcm0,1929378136292221181,in,"{'label': 'neutral', 'score': 0.983616828918457}",neutral,0.983616828918457
2025-06-02 03:14:42+00:00,perhatikan situsi asing di ANTM dari bawah udah akum jadi modal dia murah dan saldo dia banyak jk panjang antm dia net buy jk panjang BBCA dan BBRI dia net sell wajar aja antm ditarik terus agar tp bisa baik di atas bbca bbri buat apa dia tarik saldo dia minus belum balik barang https://t.co/jCiRthr7BP,1929376097608843463,in,"{'label': 'positive', 'score': 0.9070542454719543}",positive,0.9070542454719543
2025-06-02 03:11:35+00:00,bbca bbri gagal ma200 dan jatuh beda dengan antm (kebetulan siklusnya juga emas) asing punya saldo bawah dan banyak di ANTM di bbca bbri asing ga punya harga bawah dan saldo dikit setelah masive selling bank asing tidak serok bawah dan baru dikit saldo mereka jadi kurang komit https://t.co/YyvqgbwXPX,1929375314163150890,in,"{'label': 'negative', 'score': 0.7585189342498779}",negative,0.7585189342498779
2025-06-02 03:10:03+00:00,Pertanyaanya kalau saham AS emerging market turun dan yield obligasi naik kemana uangnya digunakan? lirik $BTC (tapi udah tinggi jangan nekat masuk bentar lagi masuk fase siklus jualan semua itu whale-nya hehe) $BBCA $BBRI,1929374929528467579,in,"{'label': 'negative', 'score': 0.9901546239852905}",negative,0.9901546239852905
2025-06-02 02:13:20+00:00,Stockbit BBRI. https://t.co/fg6z3jooAQ,1929360656647491766,in,"{'label': 'neutral', 'score': 0.9801769256591797}",neutral,0.9801769256591797
2025-06-02 01:53:06+00:00,Stock Picks 2 Juni 2025 BBRI Spec Buy dengan support 4360 cut loss jika break di bawah 4270. Jika tidak break di bawah 4360 potensi naik ke 4540-4630 short term. Disclaimer: https://t.co/7Iwik833Xf #cgsi #cgsid #stockpicks #sobatgenvest #akuinvestorsaham,1929355561579032777,in,"{'label': 'neutral', 'score': 0.9644407033920288}",neutral,0.9644407033920288
2025-06-02 01:52:13+00:00,Busettt NGERI coyyy ini IEP nya $BBRI berdarah Apalagi $BBCA,1929355338504884588,in,"{'label': 'negative', 'score': 0.999184787273407}",negative,0.999184787273407
2025-06-02 01:23:23+00:00,Komplit di IPOT IHSG Mixed Cenderung Naik Buy $BRIS $CMRY $ANTM $BBRI $INCO dan $PGEO https://t.co/TGpYgFKISH,1929348085739815079,in,"{'label': 'neutral', 'score': 0.9467323422431946}",neutral,0.9467323422431946
2025-06-01 23:56:39+00:00,@tigerleo90 Sama kasusnya kek BBRI kemarin TP dulu dengan harapan market koreksi. Eh malah bablas naik ,1929326255981367618,in,"{'label': 'negative', 'score': 0.7666324973106384}",negative,0.7666324973106384
2025-06-01 23:55:01+00:00,Kombinasi Cuan: Saham Unggulan &amp; Dividen Besar Banjiri Juni BBRI dkk direkomendasikan PGAS bagi dividen jumbo MPMX HMSP BJTM ikut antre Baca di: https://t.co/c7LaOtBmRf #Saham #Dividen #PGAS https://t.co/KjdnMZ2eZa,1929325846072066148,in,"{'label': 'neutral', 'score': 0.9919365644454956}",neutral,0.9919365644454956
2025-06-01 19:51:08+00:00,@marketwizardidn kalo BBRI sampe minus gitu berarti emang pertumbuhan ekonomi lagi kontraksi,1929264471911944421,in,"{'label': 'neutral', 'score': 0.8372128009796143}",neutral,0.8372128009796143
2025-06-01 16:06:56+00:00,@K_ReedyD Bbri,1929208047035105466,in,"{'label': 'neutral', 'score': 0.8856273889541626}",neutral,0.8856273889541626
2025-06-01 15:08:06+00:00,Bank BUMN Jumbo Tebar Kredit Rp3.306 32 Triliun per April 2025 Intip Kinerja BBRI BMRI dan BBNI https://t.co/mXKsStAqUv,1929193243172073576,in,"{'label': 'neutral', 'score': 0.9979802966117859}",neutral,0.9979802966117859
2025-06-01 12:53:16+00:00,Sobat BRI Tabung dana pensiunmu lewat BRIFINE by DPLK BRI di BRImo dan dapatkan bonus saldo sebesar Rp100.021 - Program berlangsung sampai 30 Juni 2025. Info lebih lanjut di https://t.co/15WKPjJGVP. #BRImo #BRImoMudahSerbaBisa https://t.co/IA0X7zFRWO,1929159312221634704,in,"{'label': 'neutral', 'score': 0.9953145980834961}",neutral,0.9953145980834961
2025-06-01 10:25:52+00:00,BBRI hingga ANTM Disorot #infosaham #saham #investasi https://t.co/7vGXGpv9K4,1929122215083081849,in,"{'label': 'neutral', 'score': 0.9955020546913147}",neutral,0.9955020546913147
2025-06-01 08:20:43+00:00,Wes pener. Sabar sek 2 sasi meneh. 1 5 cemplungke bbri dvd setaun pindo. Danrat amanke sek. Sisane nggo mbas lemah ndeso berkebun ndek2an ben tep keringeten. Nek urip gur mangan ngopi angop wae. Merem ~,1929090722436665663,in,"{'label': 'positive', 'score': 0.8793230056762695}",positive,0.8793230056762695
2025-06-01 02:52:50+00:00,4M25 Profit Growth beberapa banking stock. NOBU 103.46% BCA 17.41% NISP 11.57% BRIS 6.39% BBTN 2.75% BMRI 0.78% BBNI 0.12% BBRI -18.72%,1929008206598054187,in,"{'label': 'neutral', 'score': 0.9970082640647888}",neutral,0.9970082640647888
2025-06-01 02:39:28+00:00,BREAKING NEWS! View IHSG Rupiah Saham #ADRO #ANTM #ASII #BBRI #BMRI #BREN #TLKM #GOLD #Crypto #BTC #ETH #CRO #DEXE #HYPE #VIRTUAL #WHITER. #ctasaham #saham #trending #breakingnews #idx #IHSG #Rupiah #Trump #Tradewar #TheFed #dividen #buyback #trading #investor #fear&amp;greedindex https://t.co/Gyh434JT6I,1929004841701122407,in,"{'label': 'neutral', 'score': 0.7007165551185608}",neutral,0.7007165551185608
2025-05-31 20:47:42+00:00,@Massa_massa_4 Bbri,1928916320126427517,in,"{'label': 'neutral', 'score': 0.9900298714637756}",neutral,0.9900298714637756
2025-05-31 12:46:42+00:00,BBRI bisa naik di atas 4000 itu berkat banyak tumbal bursa yg jual rugi saham BBRI.,1928795270885552510,in,"{'label': 'neutral', 'score': 0.963302731513977}",neutral,0.963302731513977
2025-05-31 12:41:46+00:00,nya bagus like bbca bbri asii untr dll. Tp syngnya krn pas bngt sama momen politik indo dan luar saham yg gue beli turun dan gue g kuat akhirnya gue CL pdhl harusnya mah g usah ya kan fundamentalnya bagus. Tp alhamdulillahnya nominal itu dah balik lagi krn gue bnyk serok 1-2,1928794028784628044,in,"{'label': 'negative', 'score': 0.6580381989479065}",negative,0.6580381989479065
2025-05-31 06:52:37+00:00,Berdasarkan data RTI lima saham yang terbanyak menyedot dana asing tersebut dalam 20 hari perdagangan terakhir adalah $BBRI $BBCA $ANTM $BRIS dan $GOTO.,1928706163895578710,in,"{'label': 'neutral', 'score': 0.9961198568344116}",neutral,0.9961198568344116
2025-05-31 04:43:00+00:00,Teknik Kejar Cuan di Saham BBRI Selanjutnya #infosaham #saham #investasi https://t.co/5LIg0XSa2N,1928673541622231490,in,"{'label': 'neutral', 'score': 0.9833799004554749}",neutral,0.9833799004554749
2025-05-31 01:00:24+00:00,BERITA POPULER: Harga Emas Perhiasan hingga Perburuan Saham BBRI https://t.co/pcwvi0Nono via @InvestorID,1928617526562267585,in,"{'label': 'neutral', 'score': 0.9982154369354248}",neutral,0.9982154369354248
2025-05-31 00:33:49+00:00,@WOLF_of_IHSG mungkin avg BBRI tinggi avg BBCA rendah jadi haka haki di ruang gelap supaya laporan ke klien awal bulan nanti ijo2 ,1928610835884065125,in,"{'label': 'negative', 'score': 0.7133376598358154}",negative,0.7133376598358154
2025-05-30 17:48:45+00:00,Bank Rakyat Indonesia Tbk PT (BBRIIJ) Elevated provision and opex continue to impede BRI's earnings. HOLDTP IDR 3600 🇮🇩️ #BankRakyat Indonesia Tbk PT (IDX: BBRI / FRA: BYRA / OTCMKTS: BKRKF / BKRKY) - One of the largest state-owned banks in Indonesia. https://t.co/Lzw3ROKWDJ,1928508897968500916,in,"{'label': 'neutral', 'score': 0.9842526316642761}",neutral,0.9842526316642761
